"space_id","type","subtype","location","url","description","google_maps_id","closed_for_construction","name","firestoreId","longitude","latitude","amenities","archived","equipment","details"
"pops-saratoga","pops","","330 East 75 Street","https://apops.mas.org/pops/M080097","A unique public plaza located in the Upper East Side of Manhattan, featuring community events and a variety of food vendors.","","","Saratoga","2x5p4G1vOLNkndsp2PSm","-73.955251","40.769798","","","",""
"park-southside-burial-ground","park","","139-03 Redding Street","http://www.nycgovparks.org/parks/Q481/","A historic burial ground located in Queens near the site of a former military fort, serving as a final resting place for soldiers dating back to the Revolutionary War.","","","Southside Burial Ground","2yAPOsoOVUoNJqFKWQVi","-73.844233","40.670669","","","",""
"park-conference-house-park","park","","298 Saterlee Street","http://www.nycgovparks.org/parks/R006/","A peaceful waterfront park in the southern part of Staten Island, providing beautiful views of Raritan Bay and a historic landmark nearby.","","","Conference House Park","2zGwFYV1EOZCKKYjH1hC","-74.242119","40.499753","","","",""
"park-playground-one","park","","","http://www.nycgovparks.org/parks/M196/","A colorful and engaging playground located in a bustling neighborhood in New York City, offering interactive play structures and activities for children of all ages.","","","Playground One","2zqqTNGKkWochsPK4yYV","-73.9974","40.712268","","","",""
"pops-east-winds","pops","","345 East 80 Street","https://apops.mas.org/pops/M080054","A tranquil oasis nestled in a vibrant urban setting, providing a peaceful escape from the surrounding city life.","","","East Winds","30vDfN0ZRSjkYdWehh21","-73.952306","40.773469","","","",""
"park-highbridge-park","park","","506 Edgecombe Avenue","http://www.nycgovparks.org/parks/M037/","A park located in the Washington Heights neighborhood of New York City, offering stunning views of the Harlem River and featuring a historic bridge connecting two boroughs.","","","Highbridge Park","31P5NSfbzUn8EUYooc9e","-73.934472","40.842846","[""restrooms"",""seating"",""monument""]","","[""baseball"",""pool""]","[""trees"",""grass"",""scenic_views""]"
"park-triboro-plaza","park","","","http://www.nycgovparks.org/parks/M108F/","A charming little urban oasis located at the intersection of Malcolm X Boulevard and Martin Luther King Jr. Boulevard in Harlem, marked by a compact, green landscape and classical Gotham-style lampposts. Known for its calming ambiance, the plaza also boasts a notable bronze statue of Ethiopian emperor Haile Selassie.","","","Triboro Plaza","32jL0kTIvSenJdhHseEH","-73.93252","40.802303","","","",""
"park-west-harlem-piers","park","","","http://www.nycgovparks.org/parks/M376/","A waterfront public space in West Harlem near the Hudson River that provides recreational activities and offers views of the George Washington Bridge.","","","West Harlem Piers","340E5Wrk7lVd2N63NUf7","-73.96066","40.819703","","","",""
"park-haggerty-park","park","","202-02 Jamaica Avenue","http://www.nycgovparks.org/parks/Q359/","An intimate neighborhood park in Queens, providing tranquil green space with a playground, benches, and shaded areas for local residents to enjoy. Located at 202-02 Jamaica Avenue, this space is known for its peaceful vibe and community feel.","","","Haggerty Park","34J1FjJwt8WwtPPyzpIJ","-73.757698","40.712965","","","",""
"stp-50-01-31-avenue","stp","","50-01 31 Avenue","","The schoolyard at P.S. 151 Mary D. Carter which is open to the public outside of school hours.","","","P.S. 151 Mary D. Carter","39wPtEXFTZodY3mXsebw","-73.907788","40.758385","","","",""
"park-damrosch-park","park","","60 Lincoln Center Plaza","http://www.nycgovparks.org/parks/M231/","A park located near Lincoln Center in the Upper West Side of Manhattan, offering green spaces and hosting outdoor events.","","","Damrosch Park","3AeqG9RNHQuDXpAoL2i0","-73.984994","40.772213","","","",""
"park-detective-omar-edwards-park","park","","227 East 124 Street","http://www.nycgovparks.org/parks/M302/","A peaceful park located in Harlem near St. Nicholas Park, honoring Detective Omar Edwards who lost his life in the line of duty.","","","Detective Omar Edwards Park","3BnqqJ41rULKZpCabfP1","-73.935037","40.802736","","","",""
"pops-fifth-avenue-tower","pops","","445 Fifth Avenue","https://apops.mas.org/pops/M050062","A modern outdoor public space located in Midtown Manhattan with an urban oasis feel near Fifth Avenue.","","","Fifth Avenue Tower","3CHeGVoFp6eaO9pQlAR5","-73.981752","40.751588","","","",""
"misc-habitat-garden","misc","Hudson River Park","Hudson River Park","https://hudsonriverpark.org/locations/habitat-garden/","A serene and verdant oasis near the Hudson River Park, where visitors can wander among diverse plant life and relax in peaceful seclusion.","","","Habitat Garden","3Dx47eVXQiVvT6qqRcix","-74.00792","40.752891","","","",""
"pops-bmw","pops","","555 West 57 Street","https://apops.mas.org/pops/M040001","A modern plaza in a prime Manhattan location, near Times Square, ideal for unwinding and enjoying the city atmosphere.

Benches facing busy 57th Street, but also benches on the less busy 58th side.","","","BMW","3FhOEZjglPAgoX2SlX83","-73.990491","40.770402","","","",""
"park-trygve-lie-plaza","park","","725 1 Avenue","http://www.nycgovparks.org/parks/M203A/","A serene public plaza in New York City with scenic views of the United Nations headquarters and the East River, providing a tranquil escape for both locals and tourists.","","","Trygve Lie Plaza","3G7oYqZF7iY11IuhIu7N","-73.970377","40.748584","","","",""
"park-caserta-playground","park","","","http://www.nycgovparks.org/parks/X160/","An intimate neighborhood park in the Bronx offering a variety of recreational activities including a baseball field, outdoor basketball courts, and a playground for children. This community space is also known for its beautiful, tall trees providing ample shade for visitors.","","","Caserta Playground","3GLa7ILMYkUi41QS3p87","-73.854029","40.837338","","","",""
"park-story-playground","park","","880 Lafayette Avenue","http://www.nycgovparks.org/parks/X204/","An inviting community space located at 880 Lafayette Avenue in the Bronx, featuring play equipment, sprinklers, and basketball courts, all creating an atmosphere suitable for kids and adults alike.","","","Story Playground","3KNusxF2gXKCcoPj4VzR","-73.862897","40.823132","","","",""
"stp-1801-avenue-y","stp","","1801 Avenue Y","","The schoolyard at P.S. 254 Dag Hammarskjold which is open to the public outside of school hours.","","","P.S. 254 Dag Hammarskjold","3LwImDmPicVAsV8HOTk7","-73.951605","40.591285","","","",""
"park-tiffany-street-pier","park","","","http://www.nycgovparks.org/parks/X304/","A scenic waterfront platform located along the Bronx River, offering picturesque views of the surrounding industrial landscape and East River.","","","Tiffany Street Pier","3MSnBjCV3oLTpoigiHi0","-73.89068","40.805439","","","",""
"park-manuel-plaza","park","","35 East 4 Street","","A serene park nestled in the heart of a bustling city, providing visitors with a tranquil escape to admire the historic surroundings.","","","Manuel Plaza","3MnJuWet1qmd8oy9PnoF","-73.992122","40.727671","","","",""
"pops-the-easton","pops","","205 East 92 Street","https://apops.mas.org/pops/M080101","A vibrant outdoor plaza in New York City's Upper East Side, offering a variety of food vendors and street art installations.","","","The Easton","3N5NLCX3S5ZBpe52xgMq","-73.95031","40.782666","","","",""
"stp-257-west-126-street","stp","","257 West 126 Street","","The schoolyard at P.S. 154 Harriet Tubman which is open to the public outside of school hours.","","","P.S. 154 Harriet Tubman","3NG1Osa01W1ZSPxsCCtj","-73.949256","40.810529","","","",""
"park-robert-moses-playground","park","","724 1 Avenue","http://www.nycgovparks.org/parks/M158/","A waterfront playground located in Manhattan, offering stunning views of the Hudson River and recreational amenities for families and children.","","","Robert Moses Playground","3Ntq5XBPUW5FK779MR7I","-73.96933","40.748155","[""restrooms"",""dog_park""]","","[""handball"",""basketball"",""field""]",""
"pops-normandie-court","pops","","205 East 95 Street","https://apops.mas.org/pops/M080015","A tranquil courtyard nestled in the Upper East Side of Manhattan, surrounded by tall residential towers, providing a serene escape from urban life.","","","Normandie Court","3OlWVSga1gxqrrtb4Kx3","-73.94924","40.78468","","","",""
"park-de-witt-clinton-park","park","","601 W 52 Street","http://www.nycgovparks.org/parks/M022/","A popular urban park located in the Hell's Kitchen neighborhood of Manhattan, providing various amenities such as a playground, dog run, sports fields, and green space for picnics and relaxation.","","","De Witt Clinton Park","3QHjoJuCgWmFuMyFdVJt","-73.994289","40.768191","","","",""
"pops-40-rector-street","pops","","","https://apops.mas.org/pops/M010043","A busy urban plaza in the Financial District of Manhattan with food vendors, art installations, and a mix of office workers and tourists.","","","40 Rector Street","3SAP3SBEL6sCE8oSaK00","-74.014659","40.708631","","","",""
"park-old-town-playground","park","","255 Parkinson Avenue","http://www.nycgovparks.org/parks/R063/","A lively playground nestled in a historic district, providing a safe and enjoyable play space for children and families amongst cobblestone streets and local shops.","","","Old Town Playground","3Sak2PiE875EQ3DgyT7G","-74.081361","40.595395","","","",""
"park-hart-playground","park","","147-36 26 Avenue","http://www.nycgovparks.org/parks/Q419/","A vibrant community playground located near the intersection of 26 Avenue and Flushing Avenue in the heart of Brooklyn, offering a range of recreational activities for residents of all ages.","","","Hart Playground","3ShVrHm7v8xIhoyGJFED","-73.819449","40.774003","","","",""
"park-featherbed-triangle","park","","","http://www.nycgovparks.org/parks/X077/","A small public space located in the Bronx, featuring numerous mature trees and flower beds, acting as a verdant reprieve amid urban surroundings. The area provides an ideal spot for local residents to relax in nature.","","","Featherbed Triangle","3SvlFH77ULHxZtC4BuhO","-73.920878","40.846423","","","",""
"park-steeplechase-park","park","","1904 Surf Avenue","http://www.nycgovparks.org/parks/B369/","A historic amusement park site in Coney Island known for its unique collection of rides and attractions, including the famous Parachute Jump and iconic Steeplechase ride.","","","Steeplechase Park","3TiTFTKOLooL8Ut7ajGy","-73.983958","40.574072","","","",""
"park-allied-productionsle-petit-versailles","park","","","http://www.nycgovparks.org/parks/M372/","A hidden community garden oasis in the heart of the Lower East Side, offering lively arts and cultural events.","","","Allied Productions/Le Petit Versailles","3UjpMYICyWsrlhCbaH2c","-73.98179","40.721135","","","",""
"stp-194-harmon-st","stp","","194 Harmon St.","","The schoolyard at P.S. 376 which is open to the public outside of school hours.","","","P.S. 376","3apDXqU91GAvuOnqoh0z","-73.919943","40.698275","","","",""
"park-east-springfield-playground","park","","218-01 116 Avenue","http://www.nycgovparks.org/parks/Q404/","A community park located in East Springfield, featuring play structures, green spaces, and recreational amenities for families and children.","","","East Springfield Playground","3bXU69DMkQGxv0XWkrG0","-73.740005","40.698428","","","",""
"pops-barclays-bank","pops","","75 Wall Street","https://apops.mas.org/pops/M010045","A popular public space located in Lower Manhattan near the financial district, where visitors can relax and soak in the vibrant city ambiance.","","","Barclays Bank","3cWqBnjdpfBgXfavpH5w","-74.008119","40.705041","","","",""
"park-desalvio-playground","park","","44 Spring Street","http://www.nycgovparks.org/parks/M218/","A serene community playground located in Greenwich Village, New York, providing a peaceful retreat near Bleecker Street and surrounded by charming brownstone buildings.","","","DeSalvio Playground","3d7ItDFOFjtleQ0icXXD","-73.996112","40.721649","","","",""
